gene_symbol,protein_name,verdict,include_in_analysis,exclusion_category,surface_notes,internalization_notes,therapeutic_window_notes,pk_notes,safety_notes,competition_notes,physiology_notes,oncogenic_notes,isoforms_notes,toolbox_notes,monospecific_feasible,bispecific_rationale,recommended_gating,key_concerns,recommendation,last_updated,updated_by
BST2,Bone Marrow Stromal Cell Antigen 2 (Tetherin/CD317/HM1.24),Conditional,true,Literature review,"Unique dual-anchor topology: N-terminal cytoplasmic tail, TM domain, ~100 aa extracellular coiled-coil domain, C-terminal GPI anchor. Crystal structure PDB 3NWH shows parallel dimeric coiled coil. Lipid raft-associated on apical plasma membrane. Large accessible ECD. Sources: UniProt; Kupzig et al., J Biol Chem 2003; Schubert et al., PNAS 2010; PDB 3NWH","Excellent via clathrin-mediated endocytosis from lipid rafts. Dual YxY motif in cytoplasmic domain mediates direct AP2 (alpha-adaptin) interaction. Rapid ~15 min constitutive cycling. Lysosomal trafficking confirmed via ESCRT pathway. Chugai anti-HM1.24 demonstrated rapid antigen-dependent internalization. Short plasma half-life (7.5-28.6h cynomolgus). Sources: Masuyama et al., J Biol Chem 2009; Iwabu et al., J Biol Chem 2009","Overexpressed in myeloma, breast (metastasis, 70%), lung, RCC, endometrial, GI, GBM, HNSCC, bladder. HPV+ CERVICAL: massive IFN-induced upregulation creates pseudo-virus-specific tumor antigen. However ubiquitous (Tau 0.33): hepatocytes, pneumocytes, endothelium, immune cells. IFN-inducible creates variability. Sources: Human Protein Atlas; Erikson et al., PNAS 2011; Ozaki et al., Blood 1997/1999","Favorable: No significant shedding due to dual TM/GPI anchors. No soluble HM1.24 in serum. However expressed on immune cells: pDCs (BST2 is PDCA-1 marker), monocytes, granulocytes, B cells, NK cells. Rapid target-mediated clearance (nonlinear PK). Sources: OMIM; Ozaki et al. 1999; Chugai PK studies","NOT essential. BST2 KO mice viable with slightly elevated viral loads, reduced IFN-I production by pDCs, no major abnormalities. No Mendelian diseases. NOT tumor suppressor. Hepatocyte expression creates liver toxicity concern. Antiviral tetherin function (restricts HIV budding) is theoretical concern. Sources: OMIM #600534; DepMap; mouse KO studies","Chugai/Roche HM1.24 had extensive preclinical development and Phase I for myeloma (1990s-2000s). Program discontinued ~2018 as BCMA ADCs (belantamab mafodotin) overtook HM1.24. HM1.24-ETA immunotoxin tested preclinically. No current active Phase II/III. Solid tumor opportunity underexplored. Sources: Ozaki et al., Blood 1997/1999; Fierce Biotech; Ishiguro et al., Cancer Sci 2010",,,,,No,Ubiquitous expression requires AND-gate. For HPV+ cervical: pair with Tissue Factor - tumor expresses both; platelets express TF but lack high BST2 levels. Reduces TF-related bleeding risk while maintaining efficacy.,AND-gate,Ubiquitous expression - low tumor selectivity; Hepatocyte expression - liver toxicity risk; Immune cell expression - PK impact and immunosuppression; Historical Phase I discontinued,"Excellent ADC biology (internalization, lysosomal delivery, no shedding) but narrow therapeutic window. HPV+ cervical cancer is best opportunity due to virus-induced massive upregulation. Bispecific with TF recommended.",2026-02-03 21:06:41,P0 Combined Assessment (Claude+Gemini) - Sources Added
CD79B,,Excluded,false,B-cell,,,,,BCR component - B-cell specific,,,,,,No,,N/A,BCR component - B-cell specific,Excluded: B-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
KIR2DL3,,Excluded,false,NK-cell,,,,,KIR receptor - NK inhibitory receptor; would ablate NK compartment,,,,,,No,,N/A,KIR receptor - NK inhibitory receptor; would ablate NK compartment,Excluded: NK-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
TNFRSF14,,Excluded,false,Immune Marker,,,,,Surface marker from scRNA-seq (Myeloid),,,,,,No,,N/A,Surface marker from scRNA-seq (Myeloid),Excluded: Immune Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (scRNAseq)
CNNM3,Metal transporter CNNM3 (CBS-pair domain divalent metal cation transport mediator 3),Excluded,false,Poor Topology,"Multi-pass TM protein (3 TM domains) with large intracellular C-terminus (CBS-pair, CNBH domains). Cell surface biotinylation confirms membrane presence but extracellular domain is SMALL while major functional domains are intracellular. Human Protein Atlas: ""Ubiquitous cytoplasmic with occasional membranous expression""—red flag. Sources: J Biol Chem 2016; FEBS Journal 2023; Human Protein Atlas",NO ADC-relevant data. Functions as magnesium transporter at basolateral membranes. Ion transporters have MINIMAL constitutive endocytosis—not receptors. Sources: J Biol Chem 2016 (PMC4865918),"MAJOR CONCERN—ubiquitous with critical organ enrichment. Highly expressed in HEART, BRAIN, KIDNEY, lung, spleen. No tumor-selective overexpression identified. Interacts with oncogenic PRL-2 phosphatase in breast cancer, but protein itself is housekeeping. Sources: Human Protein Atlas; FEBS Journal 2023",Not predicted to shed (no cleavable ectodomain). Low surface copy number limits payload delivery. Sources: Limited,Magnesium homeostasis is FUNDAMENTAL cellular requirement. CNNM family SNPs associated with serum Mg levels. Disrupting Mg transport = systemic metabolic toxicity. Critical in heart (cardiac rhythm) and neuromuscular signaling. High CARDIAC and CNS toxicity risk. Sources: FEBS Journal 2023; J Biol Chem 2016,"No ADC programs. PRL-2/CNNM3 complex explored for small molecule inhibition, not antibody. Sources: Literature",,,,,No,N/A—fundamental biology incompatible with ADC.,N/A,Multi-pass topology with small ECD; ubiquitous expression in heart/brain/kidney; essential housekeeping Mg transport function; no internalization mechanism; no tumor selectivity,EXCLUDED - Both models agree. Multi-pass transporter topology + essential Mg homeostasis function + critical organ expression = fundamentally unsuitable.,2026-02-03T21:23:51.864550,P2 batch import (Claude + Gemini consensus: Excluded)
HLA-DPA1,,Excluded,false,Antigen-presenting,,,,,MHC class II HLA-DP alpha - APC depletion; loss of CD4 help,,,,,,No,,N/A,MHC class II HLA-DP alpha - APC depletion; loss of CD4 help,Excluded: Antigen-presenting,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
HLA-DPB1,,Excluded,false,Antigen-presenting,,,,,MHC class II HLA-DP beta - APC depletion; loss of CD4 help,,,,,,No,,N/A,MHC class II HLA-DP beta - APC depletion; loss of CD4 help,Excluded: Antigen-presenting,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual)
ICAM1,Intercellular Adhesion Molecule 1 (CD54),Conditional,true,"","Type I TM (85-110 kDa) with 5 Ig-like ECD domains (D1-D5); INDUCIBLE - low basal, highly upregulated by IL-1, TNF-alpha, IFN-gamma",STRONG POC: CAM-mediated endocytosis t1/2 ~28 min; 71% internalization at 1h; 30-45% lysosomal (LAMP1+) by 2h; IC1-MMAE complete tumor eradication in refractory TNBC; ICAM1-DXd in CCA PDX,"VERY NARROW: Ubiquitously expressed on vascular endothelium throughout body, monocytes, macrophages, lymphocytes, neutrophils, multiple epithelia; cardiac/hepatic/renal/cerebral endothelium",SIGNIFICANT CONCERNS: sICAM-1 from ADAM10/17 cleavage = antigen sink; circulating leukocyte expression = hematologic toxicity + rapid clearance,"SIGNIFICANT: KO mice viable, fertile, normal; no LoF diseases; BUT cardiac/cerebral/renal endothelium expression = organ toxicity risk; inflammation-induced upregulation unpredictable","No ICAM1-ADC in clinical trials; CAVATAK (Coxsackievirus A21, ICAM1-targeted oncolytic) Phase I bladder - limited efficacy; multiple preclinical ADC programs",,,,,No,Bispecific could provide tumor selectivity by requiring co-expression with tumor-restricted antigen; avidity enhancement might partially overcome sICAM-1 sink; tumor-conditional activation,AND-gate (required),UBIQUITOUS ENDOTHELIAL EXPRESSION = very narrow therapeutic window; high sICAM-1 shedding; circulating leukocyte expression; inflammation-induced upregulation complicates dosing,CONDITIONAL: ADC efficacy is strong but therapeutic window is problematic. Bispecific format required. May need tumor-conditional activation strategies. Inflammation during concurrent infections could exacerbate toxicity.,2026-02-03T22:48:39.346929,S1 batch (Claude+Gemini combined)
ST14,Suppressor of Tumorigenicity 14 / Matriptase / MT-SP1,Recommended,true,"","Type II TM serine protease with short cytoplasmic tail, single TM, and large ECD (~800 aa) containing SEA, CUB, LDLRA, and serine protease domains; validated IHC in epithelia",VALIDATED: M69-MMAE ADC published PoC in TNBC (including PDX models); cathepsin B-cleavable valine-citrulline-PABA linker confirms lysosomal trafficking; activation-state selectivity possible,"Overexpressed in cervical, HNSCC, ovarian, breast cancers; normal epithelial expression in skin/hair follicles/thymic epithelium; activated matriptase (tumor) vs HAI-1-complexed (normal) provides gating",HAI-1 complex shedding creates potential soluble decoy; characterization needed per indication; shedding varies by tumor differentiation state,MODERATE: Ichthyosis with hypotrichosis (ARCI11) from LoF; essential for epidermal barrier; KO neonatal lethal; skin/GI toxicity expected; NOT tumor suppressor,"M69-MMAE ADC (academic, 2018) - no clinical development; no clinical trials for ST14-ADCs; Probody approaches in research",,,,,Marginal,"AND-gate with tumor-restricted antigen (Folate Receptor Alpha, tumor-specific glycan, EpCAM) to mitigate normal epithelial toxicity; Probody approach where antibody is masked and activated by matriptase activity",AND-gate or Probody,Normal epithelial expression (skin/GI toxicity); essential for epidermal barrier; HAI-1 complex shedding,RECOMMENDED: Published ADC PoC validates mechanism. Type II TM topology favorable. Activation-state selectivity provides tumor preference. AND-gate or Probody for epithelial safety.,2026-02-03T22:32:49.015248,R3 batch (Claude+Gemini combined)
IL2RA,,Excluded,false,T-cell,,,,,CD25 - activated T cells and Tregs; unpredictable immune suppression,,,,,,No,,N/A,CD25 - activated T cells and Tregs; unpredictable immune suppression,Excluded: T-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString)
CD84,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CD24,Signal Transducer CD24,Recommended,true,"","GPI-anchored sialoglycoprotein (32 aa mature); heavily glycosylated mucin-like; in lipid rafts; ""Dont Eat Me"" signal binding Siglec-10 on macrophages","MODERATE: GPI proteins use alternative pathways (flotillin, CLIC/GEEC); ADC PoC: G7mAb-DOX, hG7-BM3-VcMMAE in HCC xenografts; ~50-58% internalization","EXCELLENT (Mesothelioma): BINARY EXPRESSION - 62% mesothelioma positive, virtually absent in normal pleural mesothelium; CSC marker in other cancers",MODERATE: GPI can be phospholipase-cleaved; present on exosomes/EVs; granulocyte/B cell expression = hematologic sink,"MODERATE: Hematologic toxicity (neutropenia, B-cell aplasia) from granulocyte/B cell expression - manageable like Rituximab; CNS expression noted; NOT essential (DepMap)","No CD24-ADC in advanced clinical trials; Pheast PHST001 (anti-CD24 checkpoint inhibitor); G7mAb-DOX, hG7-BM3-VcMMAE preclinical",,,,,Marginal,"Pairing with TM target (Mesothelin, ITGB1) could enhance internalization efficiency; AND-gate improves window given broad expression in non-meso indications",AND-gate,GPI-anchor creates non-standard internalization; granulocyte/B cell expression = hematologic toxicity; CNS expression,RECOMMENDED for MESOTHELIOMA: Binary expression pattern (62% tumor/0% normal pleura) is exceptional. Dual MOA (cytotoxicity + Dont Eat Me blockade). CONDITIONAL for other indications.,2026-02-03T22:48:39.346929,S1 batch (Claude+Gemini combined)
TREM2,,Excluded,false,Myeloid,,,,,Microglial/myeloid marker; Alzheimer's therapeutic target; expressed on myeloid immune cells,,,,,,No,,N/A,Microglial/myeloid marker; Alzheimer's therapeutic target; expressed on myeloid immune cells,Excluded: Myeloid,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString)
FCER1G,,Excluded,false,Immune Marker,,,,,Surface marker from NanoString; scRNA-seq (Myeloid),,,,,,No,,N/A,Surface marker from NanoString; scRNA-seq (Myeloid),Excluded: Immune Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString; scRNAseq)
IL4R,Interleukin-4 Receptor Alpha Subunit (CD124),Recommended,true,"",Type I TM single-pass receptor with large ECD (~207 aa); forms Type I (hematopoietic) and Type II (non-hematopoietic/tumor) complexes; validated by Dupilumab clinical use,"EXCELLENT: Rapid Rac1-Pak-actin-mediated endocytosis; IL4-PE38KDEL toxin conjugates demonstrate functional internalization and cytotoxicity in Phase I/II; ~10,000-50,000 copies on high-expressing cells","Type II IL4R overexpressed on solid tumors (renal, breast, ovarian, colon, glioma, HNSCC); significant normal immune cell expression (T/B cells, macrophages, mast cells, neutrophils)",Soluble IL4R (sIL4R) from metalloproteinase shedding creates potential decoy; circulating immune cell sink manageable,FAVORABLE: Dupilumab clinical validation de-risks target; no severe LoF disease; NOT essential in DepMap; main risk is Th2 immune cell depletion (manageable),"Dupilumab (Dupixent) - Sanofi/Regeneron marketed blocking mAb (>$10B sales); IL4-PE38KDEL (toxin fusion) Phase I/II for glioma, breast, kidney; No approved IL4R-ADCs",,,,,Marginal,"AND-gate with tumor-specific antigen (EGFR, HER2, TROP2) to distinguish tumor cells from circulating immune cells; consider TAM-focused approach (M2 macrophage depletion)",AND-gate,"Hematopoietic cell expression (T/B cells, macrophages, mast cells, neutrophils); soluble IL4R shedding creates potential decoy","RECOMMENDED: Top R3 candidate. Dupilumab-validated safety, excellent internalization with toxin conjugate PoC, strong HNSCC/cervical coverage. AND-gate bispecific recommended.",2026-02-03T22:32:49.015248,R3 batch (Claude+Gemini combined)
LRRC32,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CD69,,Excluded,false,Immune Marker,,,,,Surface marker from NanoString; scRNA-seq (T cell),,,,,,No,,N/A,Surface marker from NanoString; scRNA-seq (T cell),Excluded: Immune Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString; scRNAseq)
SPN,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CXCR6,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
ADGRG6,Adhesion G Protein-Coupled Receptor G6 (GPR126),Excluded,false,Safety (Lethal Genetic Disease),Multi-pass 7-TM Adhesion GPCR. 7-TM topology limits accessible extracellular epitopes. Expression on endothelial cells (VIGR). Sources: Human Protein Atlas; UniProt,Unknown. Autoproteolytic cleavage may cause NTF shedding. Sources: PubMed 26004201,"High expression in pancreatic adenocarcinoma (PAAD). ""Tissue enhanced"" in LIVER—high hepatotoxicity risk (liver injury is common ADC DLT). In CCA, need discrimination between cholangiocytes (tumor) and hepatocytes (normal). Sources: Human Protein Atlas; PMC12731683",Liver signal suggests rapid clearance and hepatocyte binding. Sources: Human Protein Atlas,CRITICAL: Homozygous loss-of-function causes Lethal Congenital Contracture Syndrome 9 (LCCS9)—arthrogryposis with lack of peripheral nerve myelination. Essential for Schwann cell development and heart development. Sources: OMIM 616503; PubMed 26004201,None—target unsuitable due to safety. Sources: N/A,,,,,No,N/A - Lethal human genetic disease + liver toxicity risk = unsuitable.,N/A,LETHAL human genetic disease (LCCS9); 7-TM GPCR topology; essential Schwann cell/heart development; liver toxicity risk,EXCLUDED - Both models agree. Lethal genetic disease + essential developmental functions = unsuitable for ADC targeting.,2026-02-03T21:15:16.820339,P1 batch import (Claude + Gemini consensus: Excluded)
ROBO4,,Excluded,false,Endothelial Marker,,,,,Surface marker from NanoString; scRNA-seq (Endothelial),,,,,,No,,N/A,Surface marker from NanoString; scRNA-seq (Endothelial),Excluded: Endothelial Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString; scRNAseq)
CCRL2,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
FAM171A1,Family With Sequence Similarity 171 Member A1,Conditional,true,"",Type I TM favorable,33B7 antibody validates internalization,Heart/skeletal muscle; brain expression,No major concerns,Cardiac toxicity risk,Novel target,,,,,No,AND-gate for cardiac safety,AND-gate,Cardiac toxicity risk; brain expression,CONDITIONAL: AND-gate for cardiac safety,2026-02-04T16:04:06.711927,R5 batch (Claude+Gemini combined)
IL10RA,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
PVRIG,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
HCK,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
CD1A,,Excluded,false,Dendritic,,,,,CD1a - lipid antigen presentation; MCP-counter dendritic cell marker,,,,,,No,,N/A,CD1a - lipid antigen presentation; MCP-counter dendritic cell marker,Excluded: Dendritic,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString)
PDGFC,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
BST1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
KLRF1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
ITPR3,"Inositol 1,4,5-Trisphosphate Receptor Type 3",Excluded,false,Intracellular,Multi-pass 6-TM; ER MEMBRANE,N/A - ER resident,ER-RESIDENT; not accessible to antibodies; CCA expression irrelevant,N/A,Charcot-Marie-Tooth 1J; anti-apoptotic function,No ADC programs - intracellular,,,,,No,N/A,N/A,ER-resident; intracellular; antibody cannot access,EXCLUDED: ER membrane localization,2026-02-04T16:04:06.711927,R7 batch (Claude+Gemini combined)
PDCD1,,Excluded,false,T-cell,,,,,PD-1 (CD279) immune checkpoint - T-cell exhaustion marker,,,,,,No,,N/A,PD-1 (CD279) immune checkpoint - T-cell exhaustion marker,Excluded: T-cell,2026-02-02T09:17:53.282929,Migrated from blacklist (Manual; NanoString)
BBS1,,Excluded,false,Immune/Stromal Marker,,,,,Surface marker from NanoString,,,,,,No,,N/A,Surface marker from NanoString,Excluded: Immune/Stromal Marker,2026-02-02T09:17:53.282929,Migrated from blacklist (NanoString)
