gene1,gene2,error,error_type,timestamp
CBL,CD276,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:50:40.034775
CBLB,CD276,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:50:40.142723
CD276,CTSD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:47.070243
CD276,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:48.526856
CD276,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:49.093649
CD276,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:49.197001
CD276,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:50.661212
CD276,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:50.762702
CD276,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:50.864252
CD276,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:51.416079
CD276,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:51.740142
CD276,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:53.207381
CD276,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:55.583185
CD276,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:55.685333
CD276,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:56.008745
CD276,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:56.334660
CD276,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:56.437113
CD276,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:57.887326
CD276,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:57.985776
CD276,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:58.084109
CD276,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:58.645602
CD276,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:59.207413
CD276,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:59.308829
CD276,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:59.410369
CD276,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:50:59.512540
CD276,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:00.748363
CD276,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:01.534659
CD276,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:01.869558
CD276,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:03.577116
CD276,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:03.681006
CD276,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:03.783804
CD276,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:04.115930
CD276,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:04.459252
CD276,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:04.562551
CD276,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:06.705432
CD276,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:07.036651
CD276,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:07.140925
CD276,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:07.245494
ERBB3,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:11.244090
AXL,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:14.769725
B4GALNT1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:14.873355
BAK1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:14.979361
C16ORF54,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:15.084501
CAPRIN1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:15.887978
CBL,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:15.992594
CBLB,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:16.096929
CD19,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:17.579571
CD33,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:18.594642
CD38,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:18.695833
CD7,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:19.947237
CDCP1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:20.965857
CDH17,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:21.300003
CLDN6,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:21.624825
CTSD,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:23.805083
ENO2,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:25.540564
ESR1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:26.105245
F2,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:26.205163
FN1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:27.683424
FTMT,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:28.917920
FUT4,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:29.019363
GCNT1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:29.581094
GPC2,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:29.916027
HRAS,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:31.363632
IL1RAP,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:31.694790
KEAP1,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:33.871014
KLK3,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:33.971207
LGALS3BP,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:34.296290
LY6G6D,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:34.681441
LY75-CD302,MET,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:51:34.787563
MET,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:36.264185
MET,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:36.369293
MET,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:36.472059
MET,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:37.033455
MET,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:37.596535
MET,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:37.699456
MET,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:37.801767
MET,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:37.903618
MET,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:39.159128
MET,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:39.968328
MET,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:40.300397
MET,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:42.019014
MET,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:42.118123
MET,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:42.218508
MET,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:42.557862
MET,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:42.888096
MET,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:42.990661
MET,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:45.166738
MET,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:45.503886
MET,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:45.603181
MET,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:45.702640
MS4A1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:46.250717
MUC16,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:46.349882
NECTIN4,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:46.448676
NT5E,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:46.547211
ROR1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:46.645846
SDC1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:46.743246
ERBB3,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:50.902953
ERBB3,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:51.919918
ERBB3,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:52.023599
ERBB3,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:53.296046
MUC1,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:56.615628
CADM1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:56.936403
CD38,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:51:58.173116
CD3E,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:00.339307
CD47,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:00.438882
CDCP1,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:00.762195
CDH17,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:00.862857
CDH3,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:00.961675
CEACAM5,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:01.060686
CEACAM6,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:01.159323
CLDN6,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:01.258349
CTLA4,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:01.358182
CXCR5,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:01.457764
FGFR3,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:02.681492
ICAM1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.033651
IL1RAP,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.137704
ITGAV,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.243826
L1CAM,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.582969
LRRC15,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.687345
MS4A1,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.791382
MUC16,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:03.896690
NPTXR,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:04.032380
NT5E,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:04.133556
PRLR,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:04.465340
PVR,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:04.567907
ROR1,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:04.669000
SDC1,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:04.769481
SLC29A2,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:05.105069
SLC3A2,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:05.206115
TLR7,TM4SF1,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:52:05.569471
TLR7,TNFRSF9,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:52:05.672907
DCLK1,ERBB3,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:52:14.662757
ERBB3,KRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:19.766462
ERBB3,MUC5AC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:20.583560
ERBB3,NCL,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:20.688484
ERBB3,NUTF2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:20.792074
ERBB3,POMP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:21.126478
ERBB3,SMARCA4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:22.357177
ERBB3,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:22.683797
ERBB3,VEGFA,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:23.242428
ERBB3,VEGFB,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:23.345437
GSPT1,MUC1,Missing required columns: ['target_expression'],ValueError,2025-09-30T18:52:23.677094
MUC1,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:26.765968
MUC1,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:26.868422
MUC1,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:28.110554
PTK7,STING1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:30.314635
ACVR2B,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:30.646022
ALK,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:30.750325
ALPP,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:30.853288
AMHR2,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:30.955494
ANPEP,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:31.058771
ANTXR1,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:31.161999
BCAM,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:31.721497
CADM1,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:32.045303
CALR,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:32.146804
CCR9,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:32.248340
CD24,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:32.797081
CD248,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:32.895977
CD3E,GSPT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:35.248606
CD3E,NAMPT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:36.258814
CD3E,NMT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:36.361062
CD3E,SMARCA2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:37.609103
CD47,TLR8,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:38.170388
CD6,TLR7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T18:52:38.271914
